"No.","Time","Source","Destination","Protocol","Length","Info"
"7121","56.608324000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7123","56.611741000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7125","56.612259000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7126","56.612261000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7127","56.612262000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"7130","56.613590000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7132","56.613860000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"7134","56.615639000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7136","56.615767000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7138","56.617517000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7140","56.617709000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7142","56.619440000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"7144","56.619854000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7146","56.621402000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"7147","56.621425000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7150","56.623564000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Previous segment not captured] Continuation Data"
"7151","56.623802000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7154","56.625073000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Previous segment not captured] Continuation Data"
"7156","56.625263000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7158","56.627055000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7160","56.627247000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Previous segment not captured] Continuation Data"
"7162","56.629003000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Previous segment not captured] Continuation Data"
"7163","56.629006000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7166","56.631014000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7167","56.631019000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7170","56.632876000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Previous segment not captured] Continuation Data"
"7171","56.632882000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7174","56.634766000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7175","56.634769000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7178","56.636556000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Previous segment not captured] Continuation Data"
"7180","56.636715000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7182","56.638542000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Previous segment not captured] Continuation Data"
"7184","56.638845000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7186","56.640503000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Previous segment not captured] Continuation Data"
"7187","56.640585000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7190","56.642426000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7191","56.642571000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7194","56.644231000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7196","56.644481000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7198","56.646154000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7200","56.650800000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Previous segment not captured] Continuation Data"
"7202","56.651871000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Previous segment not captured] Continuation Data"
"7204","56.652313000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7206","56.653837000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7208","56.654024000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7210","56.655719000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7212","56.656093000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7214","56.657658000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Previous segment not captured] Continuation Data"
"7216","56.657863000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7218","56.659716000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Previous segment not captured] Continuation Data"
"7219","56.659723000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7222","56.661577000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Previous segment not captured] Continuation Data"
"7223","56.661586000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7226","56.663436000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7228","56.663645000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7230","56.665341000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Previous segment not captured] Continuation Data"
"7232","56.665503000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7234","56.667307000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Previous segment not captured] Continuation Data"
"7236","56.667625000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7238","56.671166000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7240","56.671426000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7241","56.671430000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7244","56.672127000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7246","56.677964000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Previous segment not captured] Continuation Data"
"7247","56.678145000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7248","56.678149000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Previous segment not captured] Continuation Data"
"7252","56.678329000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7253","56.678332000","173.194.28.156","192.168.0.109","TLSv1.2","1281","[TCP Previous segment not captured] Continuation Data"
"7256","56.686993000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Fast Retransmission] [TCP segment of a reassembled PDU]"
"7259","56.689604000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Out-Of-Order] Application Data"
"7262","56.689859000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"7265","56.690283000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"7268","56.691120000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Out-Of-Order] Continuation Data"
"7270","56.692238000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Out-Of-Order] Continuation Data"
"7273","56.693181000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Retransmission] Continuation Data"
"7275","56.694273000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Retransmission] Continuation Data"
"7277","56.695216000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Retransmission] Continuation Data"
"7280","56.696250000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Retransmission] Continuation Data"
"7282","56.697262000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Retransmission] Continuation Data"
"7284","56.698211000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Retransmission] Continuation Data"
"7287","56.699276000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Retransmission] Continuation Data"
"7290","56.700172000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Retransmission] Continuation Data"
"7293","56.705353000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Retransmission] Continuation Data"
"7295","56.706485000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Retransmission] Continuation Data"
"7298","56.707679000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Retransmission] Continuation Data"
"7301","56.708735000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Retransmission] Continuation Data"
"7303","56.709456000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Retransmission] Continuation Data"
"7305","56.710440000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Retransmission] Continuation Data"
"7307","56.711337000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Retransmission] Continuation Data"
"7309","56.712293000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Retransmission] Continuation Data"
"7311","56.713351000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Retransmission] Continuation Data"
"7314","56.714738000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Retransmission] Continuation Data"
"7316","56.715212000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Retransmission] Continuation Data"
"7319","56.716810000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Retransmission] Continuation Data"
"7321","56.717115000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Retransmission] Continuation Data"
"7324","56.719825000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Retransmission] Continuation Data"
"7326","56.721413000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Retransmission] Continuation Data"
"7327","56.721417000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Retransmission] Continuation Data"
"7331","56.727368000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Retransmission] Continuation Data"
"7333","56.728222000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Retransmission] Continuation Data"
"7335","56.731343000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Retransmission] Continuation Data"
"7337","56.732308000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Retransmission] Continuation Data"
"7340","56.733289000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Retransmission] Continuation Data"
"7343","56.734231000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Retransmission] Continuation Data"
"7346","56.735316000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Retransmission] Continuation Data"
"7349","56.736252000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Retransmission] Continuation Data"
"7352","59.601900000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"7353","59.602676000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7355","59.602856000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7356","59.604664000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7357","59.604668000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7359","59.606601000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7360","59.606604000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7362","59.608498000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7363","59.608501000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7365","59.610340000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7367","59.610686000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7368","59.612185000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7370","59.616528000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"7371","59.616531000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7373","59.617956000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7375","59.618308000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7376","59.619908000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7378","59.621267000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7379","59.621756000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7381","59.622015000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7382","59.623746000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7384","59.623922000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7385","59.625603000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7387","59.625874000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7388","59.627774000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"7389","59.627776000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7391","59.629683000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7393","59.632368000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7394","59.632371000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7396","59.632480000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7398","59.633927000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7399","59.633931000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7401","59.646258000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7402","59.646262000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7404","59.646532000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7405","59.646534000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"7407","59.649450000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7409","59.649687000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7410","59.650657000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7412","59.650982000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7413","59.652576000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7415","59.653864000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7416","59.654088000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7418","59.655810000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7419","59.655812000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"7421","59.657613000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7423","59.657968000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"7425","59.659541000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Out-Of-Order] Application Data"
"7427","59.659712000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7429","59.661405000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7430","59.661667000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7432","59.663387000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7433","59.664070000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7435","59.665386000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7436","59.665390000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7438","59.667322000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7439","59.667324000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7441","59.669225000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7442","59.669228000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7444","59.671063000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"7446","59.675290000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7447","59.676820000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7449","59.677007000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7450","59.678685000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7452","59.678973000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7453","59.680655000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7455","59.680797000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7456","59.682590000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7458","59.682732000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7459","59.685107000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7460","59.685110000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7462","59.686447000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"7463","59.686450000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7465","59.688355000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7467","59.688520000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7468","59.690252000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7469","59.690255000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7471","59.692217000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7473","59.694879000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7474","59.695050000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7475","59.695052000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7477","59.695861000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7479","59.696197000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"7480","59.697931000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"7481","59.697933000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"7484","59.699757000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7486","59.699925000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7487","59.701715000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7488","59.701717000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7490","59.705505000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"7492","59.705752000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7494","59.707444000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"7495","59.707447000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7498","59.709366000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Previous segment not captured] Continuation Data"
"7499","59.709370000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7502","59.711212000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Previous segment not captured] Continuation Data"
"7504","59.711443000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7506","59.713455000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7508","59.713869000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7510","59.715108000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7511","59.715110000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7514","59.716992000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7515","59.716995000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7518","59.719038000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7520","59.723256000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7522","59.724750000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7523","59.724753000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7526","59.726690000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7527","59.726693000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7530","59.728500000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7532","59.728648000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7534","59.730385000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7536","59.730703000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7538","59.732361000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7540","59.732495000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7542","59.734288000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7543","59.734290000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7546","59.736323000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7547","59.736326000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7550","59.738006000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7552","59.738136000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7554","59.739923000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7556","59.740210000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7558","59.743870000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7559","59.743899000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7562","59.753520000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"7563","59.753525000","173.194.28.156","192.168.0.109","SSLv2","1458","Encrypted Data"
"7564","59.753526000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7565","59.753528000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7570","59.754467000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7571","59.754475000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7572","59.754477000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7573","59.754547000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7578","59.756106000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7580","59.759809000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7582","59.761121000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7584","59.761288000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7586","59.763081000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7587","59.763085000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7590","59.764967000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7591","59.764971000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7594","59.766802000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Previous segment not captured] Continuation Data"
"7596","59.766958000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7598","59.768747000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Out-Of-Order] Continuation Data"
"7599","59.768752000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Out-Of-Order] Continuation Data"
"7602","59.770582000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7604","59.770773000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7606","59.772584000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7607","59.772588000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7610","59.774520000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7611","59.774526000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7614","59.776445000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7615","59.776449000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7618","59.778340000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7619","59.778344000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7622","59.780230000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Previous segment not captured] Continuation Data"
"7624","59.780468000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"7626","59.782179000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Out-Of-Order] Continuation Data"
"7628","59.782561000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Fast Retransmission] [TCP segment of a reassembled PDU]"
"7630","59.784042000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"7632","59.784625000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"7634","59.785943000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"7636","59.786844000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"7638","59.787853000","173.194.28.156","192.168.0.109","TLSv1.2","1458","[TCP Out-Of-Order] Application Data"
"7640","59.788748000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"7642","59.789886000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"7644","59.790803000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
